,R,G,B,T
0,115.6261677320501,114.21593001873114,164.43927246112122,24.0
1,115.82045946583764,114.08916951395945,164.27611375034348,24.0
2,116.00126371455416,113.98118258881416,164.1341788918999,24.666666666666668
3,116.16881018711506,113.89093824388502,164.01250832646448,24.666666666666668
4,116.32332859243571,113.81740547976166,163.91014249471124,24.666666666666668
5,116.4650486394315,113.75955329703379,163.8261218373142,24.666666666666668
6,116.59420003701783,113.7163506962911,163.75948679494732,24.666666666666668
7,116.71101249411005,113.68676667812328,163.70927780828464,24.666666666666668
8,116.81571571962358,113.66977024311998,163.67453531800015,24.666666666666668
9,116.9085394224738,113.66433039187093,163.65429976476787,24.666666666666668
10,116.98971331157607,113.66941612496579,163.6476115892618,24.666666666666668
11,117.0594670958458,113.68399644299426,163.65351123215592,24.666666666666668
12,117.11803048419837,113.70704034654602,163.67103913412424,24.666666666666668
13,117.16563318554915,113.73751683621074,163.6992357358408,24.666666666666668
14,117.20250490881354,113.77439491257815,163.73714147797958,24.666666666666668
15,117.22887536290692,113.81664357623788,163.78379680121455,24.666666666666668
16,117.24497425674468,113.86323182777966,163.83824214621978,24.666666666666668
17,117.2510312992422,113.91312866779315,163.89951795366923,24.666666666666668
18,117.24727619931487,113.96530309686804,163.96666466423693,24.666666666666668
19,117.23393866587806,114.01872411559403,164.0387227185969,24.666666666666668
20,117.21124840784717,114.0723607245608,164.11473255742305,24.666666666666668
21,117.17943513413758,114.12518192435802,164.1937346213895,24.666666666666668
22,117.13872855366468,114.1761567155754,164.2747693511702,24.666666666666668
23,117.08935837534383,114.2242540988026,164.35687718743915,24.666666666666668
24,117.03155430808185,114.26844307462095,164.43909857085833,24.666666666666668
25,116.99290906274966,114.3178551168216,164.42789692708027,24.0
26,116.99011204165595,114.3378590206684,164.4636149179803,24.0
27,116.98106287431368,114.30342286638006,164.51705599496273,24.0
28,116.9656615995406,114.2907599603981,164.5944467621443,24.0
29,116.88928337291503,114.32001169261189,164.62791073875147,24.0
30,116.77228432743397,114.28978242202265,164.62882678680978,24.0
31,116.60713205691191,114.29844057401473,164.65871833365702,24.0
32,116.44140303874829,114.27313368214844,164.7181823083722,24.0
33,116.23195062105943,114.19381211900783,164.77959253045947,24.0
34,116.02540149234571,114.14654813855356,164.77116835700758,24.0
35,115.84761343464822,114.04971287174392,164.76551660852252,24.0
36,115.67150422027692,113.92710559400224,164.77183213709804,24.0
37,115.46973588488919,113.74429425039469,164.81941744387638,24.0
38,115.19987947896988,113.56451832111047,164.832035887629,24.0
39,114.94586550143245,113.40322638116666,164.86384277902224,24.0
40,114.79445426711999,113.31868917779045,164.9940553053251,24.0
41,114.64946545993439,113.2484205660116,165.1371757528737,24.0
42,114.49828978083693,113.18711345845622,165.24127160713346,24.0
43,114.35701152012366,113.13804134734228,165.23494378049452,24.0
44,114.1897827688911,113.04755787262852,165.14887089586392,24.0
45,114.106846205771,112.94563278423226,165.12042326779772,24.0
46,114.01785678809689,112.79583322689949,165.10155204712663,24.0
47,113.89589657769281,112.59007148958047,165.023368843191,24.0
48,113.75005005941648,112.3323422355463,164.95255690927638,24.0
49,113.57240894781033,111.9967347064827,164.91996830251767,24.0
50,113.3494056408926,111.663420293247,164.9516793320832,24.0
51,113.0929503400962,111.33642266992659,164.95917579008326,24.0
52,112.78014058262349,110.90264222315376,164.974720857598,24.0
53,112.44918487488732,110.43663612016095,164.94625588610907,24.0
54,112.18348458373858,110.04965138142705,165.109148150974,24.0
55,111.90730634254453,109.63249539373652,165.2128072663144,24.0
56,111.54593815460744,109.11597199950889,165.30897812236367,24.0
57,111.17869527636873,108.51818142543847,165.32293200967115,24.666666666666668
58,110.77787931562669,107.91669796365349,165.30561759769674,24.666666666666668
59,110.37037068569721,107.31170923845504,165.2206594221491,24.666666666666668
60,109.94347715444707,106.65856728821556,165.05392984615798,24.666666666666668
61,109.51682296243145,105.99513879625142,164.93685291294187,24.666666666666668
62,109.13701304003854,105.37211448802545,164.79469518302562,24.666666666666668
63,108.7258616606531,104.80824039622958,164.5778238797368,24.666666666666668
64,108.31829816244061,104.23136126002038,164.26939002550165,24.666666666666668
65,107.8998748435465,103.64465660179779,163.91015760124748,24.666666666666668
66,107.52708270068466,103.06254605860495,163.53739036984751,24.666666666666668
67,107.15391846257022,102.49065552146031,163.07232995639922,24.666666666666668
68,106.74750372961637,101.89546835281826,162.48012207245768,24.666666666666668
69,106.37740202463182,101.36038686553465,161.8427493928895,25.333333333333332
70,106.04277297994855,100.84430021022638,161.20342384391495,25.333333333333332
71,105.73532580880273,100.36351940302569,160.43717723494836,25.333333333333332
72,105.45410283892136,99.91735669838515,159.61703830467184,25.333333333333332
73,105.18998899795548,99.48416182863271,158.78012197785745,25.333333333333332
74,104.9634208293169,99.07866282840223,157.9121464188396,25.333333333333332
75,104.68833112440423,98.70165970248681,156.96663598456354,25.333333333333332
76,104.42271660436457,98.4085675247174,155.9803353965585,25.333333333333332
77,104.22108323233964,98.17590424664021,154.9919778786105,25.333333333333332
78,104.05150965034578,97.89847570233046,154.00987345291594,26.0
79,103.92341932832258,97.6626650660192,153.05718441827926,25.333333333333332
80,103.78823239302838,97.4469210852118,152.09041441634636,25.333333333333332
