,R,G,B,T
0,120.21275222339652,116.61039321711591,174.75057259370988,24.0
1,119.9567534136162,116.6741547901212,174.81960100279431,24.0
2,119.7213531469447,116.73022486317679,174.88292800784015,24.0
3,119.50564417812585,116.77882631534871,174.9407844720047,24.0
4,119.30871926190352,116.82018202570293,174.99340125844535,24.0
5,119.12967115302153,116.85451487330548,175.04100923031945,24.0
6,118.96759260622373,116.88204773722234,175.08383925078428,23.939655172413794
7,118.82157637625396,116.9030034965195,175.12212218299726,23.939655172413794
8,118.69071521785604,116.91760503026298,175.1560888901157,23.939655172413794
9,118.57410188577384,116.92607521751876,175.18597023529696,23.939655172413794
10,118.47082913475118,116.92863693735285,175.2119970816984,23.939655172413794
11,118.3799897195319,116.92551306883124,175.23440029247735,23.939655172413794
12,118.30067639485986,116.91692649101994,175.25341073079116,23.939655172413794
13,118.23198191547888,116.90310008298492,175.2692592597972,23.939655172413794
14,118.17299903613282,116.8842567237922,175.28217674265275,23.939655172413794
15,118.1228205115655,116.86061929250779,175.29239404251524,23.939655172413794
16,118.08053909652077,116.83241066819767,175.30014202254196,23.939655172413794
17,118.04524754574247,116.79985372992783,175.30565154589027,23.939655172413794
18,118.01603861397443,116.7631713567643,175.30915347571755,23.939655172413794
19,117.9920050559605,116.72258642777305,175.31087867518113,23.939655172413794
20,117.97223962644453,116.67832182202008,175.31105800743833,23.939655172413794
21,117.95583508017035,116.6306004185714,175.30992233564652,23.939655172413794
22,117.9418841718818,116.57964509649301,175.30770252296304,23.939655172413794
23,117.92947965632271,116.5256787348509,175.30462943254525,23.939655172413794
24,117.91771428822827,116.46892421270252,175.3009339275376,23.939655172413794
25,117.95799139197759,116.42401263104857,175.36679478724793,23.939655172413794
26,118.03708938263166,116.30424084526571,175.43657999053335,23.939655172413794
27,118.0540771075877,116.21992847571585,175.48374905516468,23.939655172413794
28,117.93682390212902,116.19107816490592,175.49833581973658,23.939655172413794
29,117.92251841634129,116.16221240268301,175.52435284593238,23.939655172413794
30,117.86787433648715,116.14439913080216,175.50947691920237,23.939655172413794
31,117.80956890241441,116.09367655650847,175.47553521013103,23.939655172413794
32,117.74681188471371,115.9924899825881,175.44285610223886,23.939655172413794
33,117.63185400242763,115.91845595605396,175.4134473332151,23.939655172413794
34,117.48176528293669,115.84961896499276,175.37814085443762,23.939655172413794
35,117.35654167103331,115.78880567198443,175.36136503457462,23.939655172413794
36,117.20225458188717,115.69911211134509,175.30748028130373,23.939655172413794
37,117.08392072352115,115.59344399697562,175.23633062364712,23.939655172413794
38,116.94552809302529,115.48989966356062,175.22101638132293,23.939655172413794
39,116.80874745484412,115.39928500950359,175.18989786614696,23.939655172413794
40,116.55493182299642,115.30475137256575,175.12024226553004,23.939655172413794
41,116.3478456788461,115.22326408892101,175.07644003226483,23.939655172413794
42,116.1732992645357,115.1307211615846,175.0845993243504,23.939655172413794
43,115.94867545125945,115.01505535231371,175.1130857386167,23.879310344827587
44,115.70965754307176,114.90499966731316,175.10600331541886,23.879310344827587
45,115.46469809357092,114.79095720241546,175.05689178743495,23.879310344827587
46,115.22300425291411,114.68984126352613,175.01870913848882,23.879310344827587
47,115.02385887372225,114.58725712506381,175.04011817491664,23.879310344827587
48,114.8372991434472,114.53171087188957,175.11056999630716,23.879310344827587
49,114.69046878009618,114.47723833425356,175.18516658040969,23.879310344827587
50,114.52088195403402,114.37044762742711,175.21230083836818,23.879310344827587
51,114.31098018402736,114.31420385332171,175.0506481552303,23.879310344827587
52,114.14315229637114,114.24127917517625,174.94429261064843,23.879310344827587
53,113.94261376732675,114.19462379119443,174.8665464609671,23.81896551724138
54,113.79287191629163,114.14024270069677,174.87865122407015,23.81896551724138
55,113.55205975218249,114.05522208882714,174.88359788358503,23.81896551724138
56,113.34822408079813,114.01523225522625,174.94764115258687,23.81896551724138
57,113.14699213017707,113.92178715456974,175.08643835783613,23.879310344827587
58,112.97229435508596,113.8229094632253,175.1833215555597,23.81896551724138
59,112.82474755070623,113.69864604627459,175.36768497783953,23.81896551724138
60,112.6610158641782,113.49057700305447,175.4655608500166,23.81896551724138
61,112.48562624418523,113.29276738275249,175.60814901215298,23.81896551724138
62,112.32499839966682,113.06741672239377,175.73740859620725,23.81896551724138
63,112.16720920045678,112.90491168885951,175.84123988443568,23.879310344827587
64,111.98099318528791,112.67341325812396,176.09205825749015,23.879310344827587
65,111.74704018722507,112.49088792332493,176.3299094263265,23.879310344827587
66,111.61505926246745,112.32205916250622,176.42557227775546,23.879310344827587
67,111.35674663875763,112.27407117298416,176.3952701647905,23.879310344827587
68,111.11699526145338,112.27729231959887,176.27429789881555,23.879310344827587
69,110.85721065415106,112.39676548317475,176.03092679150743,23.81896551724138
70,110.54793422490326,112.55539694206247,175.7437197100933,23.81896551724138
71,110.25456991306348,112.79634690754904,175.3275598655409,23.81896551724138
72,109.97126289443257,113.12691475328461,174.90819306444698,23.75862068965517
73,109.68627419446089,113.58244290623215,174.33929474073614,23.75862068965517
74,109.40379556076945,114.15468062716761,173.62262477881916,23.75862068965517
75,109.05062576645298,114.93714680512808,172.77383514476227,23.75862068965517
76,108.67762266450303,115.8729581667097,171.87044967710014,23.698275862068964
77,108.51361064519571,116.80656533692205,170.80560545730037,23.637931034482758
78,108.36549623788828,117.77453235036253,169.6064947649542,23.637931034482758
79,108.2562462337101,118.81647568403949,168.25275295302072,23.57758620689655
80,108.24489007580169,119.89392131950399,166.73006602166828,23.517241379310345
81,108.32261730538544,121.00519104409982,165.11074942190004,23.45689655172414
82,108.52256710405979,122.1702329473859,163.2807669955175,23.396551724137932
83,108.83259056182742,123.35243947854042,161.3137671143989,23.336206896551722
84,109.21360317175711,124.56521647271073,159.19192168592033,23.336206896551722
85,109.69336765438227,125.84223066688318,156.87539980530067,23.275862068965516
86,110.26187906209739,127.1094347904553,154.47008401468196,23.155172413793103
87,110.92541823663244,128.3502110063789,151.98194360485394,23.094827586206897
88,111.68701239360169,129.53961411198674,149.5029885870708,23.03448275862069
89,112.61238932136249,130.73483230958877,147.02910100209212,22.974137931034484
90,113.62261594944472,131.88937576605719,144.49650466962711,22.853448275862068
91,114.67355515885573,133.01733364739715,141.94961672611262,22.612068965517242
92,115.78798233240431,134.07748820567429,139.35816438473498,22.43103448275862
93,116.95322857274437,135.0640552517204,136.76354292701103,22.189655172413794
94,118.13892838458389,136.03099711120643,134.23088258154914,21.887931034482758
95,119.38254860651023,136.98431713109767,131.65932945281162,21.525862068965516
96,120.638796732238,137.83150391755373,129.13417691740835,21.224137931034484
97,121.87886407517195,138.51968021250033,126.64198066932697,20.801724137931036
98,123.08166418654815,139.15898652604224,124.22898489576161,20.379310344827587
99,124.2946590771757,139.72655918158196,121.89889320581551,19.95689655172414
100,125.59442342736013,140.0830513450352,119.81315552224734,19.71551724137931
101,126.96908487586377,140.3643408505931,117.85816864175851,19.53448275862069
102,128.31488781484856,140.45785343293102,116.04305709674664,19.35344827586207
103,129.54152314983355,140.46266733642778,114.34571590652756,19.232758620689655
104,130.7425416186867,140.34905025839092,112.7962270802643,19.112068965517242
105,131.9001375175663,140.10084916550304,111.42630574687684,18.991379310344826
106,132.96347002156858,139.74214681931636,110.16504064193818,18.870689655172413
107,133.88557787180082,139.31882729450092,109.12782575598388,18.810344827586206
108,134.76090388873234,138.78825793515756,108.19695884657241,18.689655172413794
109,135.53430450193264,138.20215525137328,107.46844931825366,18.629310344827587
110,136.22017601365786,137.5265100523954,106.85456184048877,18.508620689655174
111,136.8113120740709,136.8465387731036,106.37420547414399,18.448275862068964
112,137.28203180404327,136.06523964982944,106.0165222905475,18.387931034482758
113,137.72786214563612,135.3273921073452,105.74531467432529,18.32758620689655
114,137.9787357023086,134.55986902246116,105.37842181789196,18.267241379310345
115,138.0572723967342,133.90497065649546,105.09355357587492,18.14655172413793
116,138.18360094233682,133.25082499507886,104.87271819680608,18.20689655172414
117,138.21149547288348,132.653116408098,104.71884009710283,18.14655172413793
118,138.19902870524655,132.0515292011112,104.66537663133828,18.14655172413793
119,138.12983570101574,131.52521465638083,104.64369199215558,18.086206896551722
120,137.95267421388343,131.0423100682257,104.6937306049214,18.14655172413793
121,137.72611550529365,130.6342896496564,104.69640906007024,18.086206896551722
122,137.47905371761564,130.2073699456046,104.72937480744089,18.086206896551722
123,137.28138915139513,129.76062103327374,104.78108122680925,18.025862068965516
124,137.02021738560452,129.2395804657465,104.80763053841727,18.025862068965516
125,136.79198109502843,128.64165492831333,104.77548749995681,18.025862068965516
126,136.50413262230603,128.15884714799083,104.79100134931058,18.025862068965516
127,136.2455437651714,127.69072861610213,104.80384904157899,17.96551724137931
128,136.06153635606117,127.16794613825681,104.80626545337617,17.96551724137931
129,135.86795663891033,126.65433770039786,104.74836112537228,17.905172413793103
130,135.71637291637484,126.20415825903899,104.65922444627199,17.905172413793103
131,135.5484759703624,125.73952323245156,104.62620950664761,17.844827586206897
132,135.3992913162013,125.27815381470816,104.5822114503723,17.844827586206897
133,135.2652654442292,124.79909284437838,104.50518142638477,17.78448275862069
134,135.16755196955643,124.28730042055307,104.53451167700352,17.78448275862069
135,135.08488817117654,123.84487916521093,104.63154686617771,17.724137931034484
136,134.9958539759382,123.40637531607479,104.72740049525737,17.78448275862069
137,134.9053232009805,122.98936942782512,104.73104482138814,17.724137931034484
138,134.82206152751678,122.52187368248211,104.6811711288063,17.724137931034484
139,134.72274583591314,122.04737245567148,104.68776635949116,17.724137931034484
140,134.58430054447896,121.59908092471711,104.65258096933826,17.663793103448278
141,134.50143713906954,121.1374248674952,104.60372864669132,17.663793103448278
142,134.3868526133759,120.73221282207818,104.63443281173008,17.60344827586207
143,134.31249410716805,120.2810492203097,104.62556716933442,17.60344827586207
144,134.19462757521248,119.81316655897098,104.733903332799,17.54310344827586
145,134.1211889010825,119.37381382812295,104.85125839144973,17.54310344827586
146,134.05975660554805,118.98301101369537,104.94397412234413,17.482758620689655
147,133.96068056851385,118.5992177800899,105.02560015337117,17.482758620689655
148,133.83507287862938,118.18019027941276,105.06702034634989,17.482758620689655
149,133.7482892289993,117.83184006462237,105.08974527556506,17.42241379310345
150,133.53753447792636,117.46063594861823,105.1146371866242,17.42241379310345
151,133.44244774346896,117.15553486957356,105.121923946876,17.42241379310345
152,133.237015215848,116.86615355361143,105.15833252133808,17.362068965517242
